PdfType: central
Format: lhagrid1
---
+1.000000e-07 +1.071519e-07 +1.148154e-07 +1.230269e-07 +1.318257e-07 +1.412538e-07 +1.513561e-07 +1.621810e-07 +1.737801e-07 +1.862087e-07 +1.995262e-07 +2.137962e-07 +2.290868e-07 +2.454709e-07 +2.630268e-07 +2.818383e-07 +3.019952e-07 +3.235937e-07 +3.467369e-07 +3.715352e-07 +3.981072e-07 +4.265795e-07 +4.570882e-07 +4.897788e-07 +5.248075e-07 +5.623413e-07 +6.025596e-07 +6.456542e-07 +6.918310e-07 +7.413102e-07 +7.943282e-07 +8.511380e-07 +9.120108e-07 +9.772372e-07 +1.047129e-06 +1.122018e-06 +1.202264e-06 +1.288250e-06 +1.380384e-06 +1.479108e-06 +1.584893e-06 +1.698244e-06 +1.819701e-06 +1.949845e-06 +2.089296e-06 +2.238721e-06 +2.398833e-06 +2.570396e-06 +2.754229e-06 +2.951209e-06 +3.162278e-06 +3.388442e-06 +3.630781e-06 +3.890451e-06 +4.168694e-06 +4.466836e-06 +4.786301e-06 +5.128614e-06 +5.495409e-06 +5.888437e-06 +6.309573e-06 +6.760830e-06 +7.244360e-06 +7.762471e-06 +8.317638e-06 +8.912509e-06 +9.549926e-06 +1.023293e-05 +1.096478e-05 +1.174898e-05 +1.258925e-05 +1.348963e-05 +1.445440e-05 +1.548817e-05 +1.659587e-05 +1.778279e-05 +1.905461e-05 +2.041738e-05 +2.187762e-05 +2.344229e-05 +2.511886e-05 +2.691535e-05 +2.884032e-05 +3.090295e-05 +3.311311e-05 +3.548134e-05 +3.801894e-05 +4.073803e-05 +4.365158e-05 +4.677351e-05 +5.011872e-05 +5.370318e-05 +5.754399e-05 +6.165950e-05 +6.606934e-05 +7.079458e-05 +7.585776e-05 +8.128305e-05 +8.709636e-05 +9.332543e-05 +1.000000e-04 +1.071519e-04 +1.148154e-04 +1.230269e-04 +1.318257e-04 +1.412538e-04 +1.513561e-04 +1.621810e-04 +1.737801e-04 +1.862087e-04 +1.995262e-04 +2.137962e-04 +2.290868e-04 +2.454709e-04 +2.630268e-04 +2.818383e-04 +3.019952e-04 +3.235937e-04 +3.467369e-04 +3.715352e-04 +3.981072e-04 +4.265795e-04 +4.570882e-04 +4.897788e-04 +5.248075e-04 +5.623413e-04 +6.025596e-04 +6.456542e-04 +6.918310e-04 +7.413102e-04 +7.943282e-04 +8.511380e-04 +9.120108e-04 +9.772372e-04 +1.047129e-03 +1.122018e-03 +1.202264e-03 +1.288250e-03 +1.380384e-03 +1.479108e-03 +1.584893e-03 +1.698244e-03 +1.819701e-03 +1.949845e-03 +2.089296e-03 +2.238721e-03 +2.398833e-03 +2.570396e-03 +2.754229e-03 +2.951209e-03 +3.162278e-03 +3.388442e-03 +3.630781e-03 +3.890451e-03 +4.168694e-03 +4.466836e-03 +4.786301e-03 +5.128614e-03 +5.495409e-03 +5.888437e-03 +6.309573e-03 +6.760830e-03 +7.244360e-03 +7.762471e-03 +8.317638e-03 +8.912509e-03 +9.549926e-03 +1.023293e-02 +1.096478e-02 +1.174898e-02 +1.258925e-02 +1.348963e-02 +1.445440e-02 +1.548817e-02 +1.659587e-02 +1.778279e-02 +1.905461e-02 +2.041738e-02 +2.187762e-02 +2.344229e-02 +2.511886e-02 +2.691535e-02 +2.884032e-02 +3.090295e-02 +3.311311e-02 +3.548134e-02 +3.801894e-02 +4.073803e-02 +4.365158e-02 +4.677351e-02 +5.011872e-02 +5.370318e-02 +5.754399e-02 +6.165950e-02 +6.606934e-02 +7.079458e-02 +7.585776e-02 +8.128305e-02 +8.709636e-02 +9.332543e-02 +1.000000e-01 +1.230769e-01 +1.461538e-01 +1.692308e-01 +1.923077e-01 +2.153846e-01 +2.384615e-01 +2.615385e-01 +2.846154e-01 +3.076923e-01 +3.307692e-01 +3.538462e-01 +3.769231e-01 +4.000000e-01 +4.230769e-01 +4.461538e-01 +4.692308e-01 +4.923077e-01 +5.153846e-01 +5.384615e-01 +5.615385e-01 +5.846154e-01 +6.076923e-01 +6.307692e-01 +6.538462e-01 +6.769231e-01 +7.000000e-01 +7.230769e-01 +7.461538e-01 +7.692308e-01 +7.923077e-01 +8.153846e-01 +8.384615e-01 +8.615385e-01 +8.846154e-01 +9.076923e-01 +9.307692e-01 +9.538462e-01 +9.769231e-01 +1.000000e+00
+1.300000e+00 +1.635256e+00 +2.056972e+00 +2.587443e+00 +3.254717e+00 +4.094075e+00 +5.149893e+00 +6.477996e+00 +8.148603e+00 +1.025004e+01 +1.289342e+01 +1.621850e+01 +2.040108e+01 +2.566230e+01 +3.228034e+01 +4.060509e+01 +5.107672e+01 +6.424887e+01 +8.081797e+01 +1.016601e+02 +1.278771e+02 +1.608553e+02 +2.023382e+02 +2.545191e+02 +3.201569e+02 +4.027220e+02 +5.065797e+02 +6.372213e+02 +8.015539e+02 +1.008266e+03 +1.268287e+03 +1.595365e+03 +2.006793e+03 +2.524324e+03 +3.175321e+03 +3.994203e+03 +5.024265e+03 +6.319970e+03 +7.949824e+03 +1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
+2.616776e+13 +1.249466e+13 -1.751593e+14 -1.655392e+14 +2.616557e+13 -1.655257e+14 +2.616558e+13 -1.751593e+14 +1.249466e+13 +2.616776e+13 +2.616557e+13
+3.173669e+13 +3.173667e+13 -2.718563e+14 -2.601892e+14 +3.173478e+13 -2.601950e+14 +3.173479e+13 -2.718563e+14 +3.173667e+13 +3.173669e+13 +3.173478e+13
-1.082196e+09 -1.592658e+09 -1.486218e+09 -3.489116e+14 -3.912657e+09 -3.489961e+14 -3.895427e+09 -1.486218e+09 -1.592658e+09 -1.082196e+09 -3.912657e+09
-3.561039e+09 -5.221233e+09 -4.194792e+09 -4.139609e+09 -8.210184e+09 -4.139668e+09 -8.193289e+09 -4.194792e+09 -5.221233e+09 -3.561039e+09 -8.210184e+09
+2.365349e+12 -2.119069e+10 -2.828382e+10 -2.822906e+10 -2.939551e+10 -2.822876e+10 -2.940824e+10 -2.828382e+10 -2.119069e+10 +2.365349e+12 -2.939551e+10
-1.641001e+11 +3.523870e+10 -1.739774e+11 -1.735503e+11 -1.287485e+11 -1.735763e+11 -1.286633e+11 -1.739774e+11 +3.523870e+10 -1.641001e+11 -1.287485e+11
-5.859320e+11 +8.066415e+11 -6.196118e+11 -6.053902e+11 -3.717913e+11 -6.061010e+11 -3.708116e+11 -6.196118e+11 +8.066415e+11 -5.859320e+11 -3.717913e+11
-1.364285e+12 +4.223288e+12 -1.353006e+12 -1.242832e+12 -7.004310e+11 -1.246319e+12 -6.957263e+11 -1.353006e+12 +4.223288e+12 -1.364285e+12 -7.004310e+11
-2.474573e+12 +1.457934e+13 -1.795807e+12 -1.244328e+12 -7.251025e+11 -1.227105e+12 -7.387334e+11 -1.795807e+12 +1.457934e+13 -2.474573e+12 -7.251025e+11
-3.454031e+12 +5.210858e+13 +1.653721e+12 +4.296027e+12 +1.325619e+12 +4.383958e+12 +1.292360e+12 +1.653721e+12 +5.210858e+13 -3.454031e+12 +1.325619e+12
-2.786662e+12 +7.126842e+13 +5.111442e+12 +8.953515e+12 +3.353093e+12 +9.058887e+12 +3.335861e+12 +5.111442e+12 +7.126842e+13 -2.786662e+12 +3.353093e+12
+1.429289e+12 +1.660127e+14 +2.626916e+13 +3.700742e+13 +1.374817e+13 +3.688741e+13 +1.388908e+13 +2.626916e+13 +1.660127e+14 +1.429289e+12 +1.374817e+13
+1.883080e+13 +3.886029e+14 +9.276424e+13 +1.225001e+14 +4.437435e+13 +1.217291e+14 +4.490498e+13 +9.276424e+13 +3.886029e+14 +1.883080e+13 +4.437435e+13
+5.053453e+13 +6.859806e+14 +1.979663e+14 +2.561361e+14 +9.187922e+13 +2.548164e+14 +9.278725e+13 +1.979663e+14 +6.859806e+14 +5.053453e+13 +9.187922e+13
+1.070645e+14 +1.125413e+15 +3.764728e+14 +4.804009e+14 +1.709282e+14 +4.781605e+14 +1.723188e+14 +3.764728e+14 +1.125413e+15 +1.070645e+14 +1.709282e+14
+2.034686e+14 +1.807823e+15 +6.729887e+14 +8.450960e+14 +3.002397e+14 +8.470898e+14 +3.012820e+14 +6.729887e+14 +1.807823e+15 +2.034686e+14 +3.002397e+14
+2.978084e+14 +2.409386e+15 +9.528990e+14 +1.189597e+15 +4.233184e+14 +1.194652e+15 +4.242018e+14 +9.528990e+14 +2.409386e+15 +2.978084e+14 +4.233184e+14
+3.988225e+14 +3.011945e+15 +1.246111e+15 +1.552711e+15 +5.527549e+14 +1.558585e+15 +5.539186e+14 +1.246111e+15 +3.011945e+15 +3.988225e+14 +5.527549e+14
+7.734634e+14 +5.112758e+15 +2.343460e+15 +2.903617e+15 +1.023326e+15 +2.906919e+15 +1.027145e+15 +2.343460e+15 +5.112758e+15 +7.734634e+14 +1.023326e+15
+1.208826e+15 +7.368349e+15 +3.590382e+15 +4.446897e+15 +1.559392e+15 +4.433011e+15 +1.571346e+15 +3.590382e+15 +7.368349e+15 +1.208826e+15 +1.559392e+15
+1.716842e+15 +9.851498e+15 +5.017917e+15 +6.168295e+15 +2.163253e+15 +6.147767e+15 +2.178578e+15 +5.017917e+15 +9.851498e+15 +1.716842e+15 +2.163253e+15
+2.365265e+15 +1.291277e+16 +6.793790e+15 +8.362447e+15 +2.934693e+15 +8.337974e+15 +2.955644e+15 +6.793790e+15 +1.291277e+16 +2.365265e+15 +2.934693e+15
+3.172852e+15 +1.657111e+16 +9.001223e+15 +1.109485e+16 +3.895294e+15 +1.106634e+16 +3.925266e+15 +9.001223e+15 +1.657111e+16 +3.172852e+15 +3.895294e+15
+4.166798e+15 +2.087260e+16 +1.171749e+16 +1.441741e+16 +5.071625e+15 +1.439481e+16 +5.107080e+15 +1.171749e+16 +2.087260e+16 +4.166798e+15 +5.071625e+15
+5.386010e+15 +2.593470e+16 +1.498212e+16 +1.837688e+16 +6.500612e+15 +1.839956e+16 +6.519965e+15 +1.498212e+16 +2.593470e+16 +5.386010e+15 +6.500612e+15
