PdfType: error
Format: lhagrid1
---
1.000000e-02 2.000000e-02 3.000000e-02 4.000000e-02 5.000000e-02 6.000000e-02 7.000000e-02 8.000000e-02 9.000000e-02 9.500000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.500000e-01 5.000000e-01 5.500000e-01 6.000000e-01 6.500000e-01 7.000000e-01 7.500000e-01 8.000000e-01 8.500000e-01 9.000000e-01 9.300000e-01 1.000000e+00
1.000000e+00 1.118030e+00 1.224740e+00 1.581140e+00 2.000000e+00 2.529820e+00 3.162280e+00 3.872980e+00 5.000000e+00 6.324560e+00 8.000000e+00 1.414210e+01 1.341640e+01 1.788850e+01 2.408320e+01 3.162280e+01 4.242640e+01 9.797960e+01 7.615770e+01 1.000000e+02 1.341640e+02 1.788850e+02 2.408320e+02 2.408320e+02
-5 -4 -3 -2 -1 1 2 3 4 5 21
 -1.63573e+04 -1.63573e+04 -1.61439e+04 -1.61024e+04 -1.60251e+04 -1.61022e+04 -1.60786e+04 -1.61439e+04 -1.63573e+04 -1.63573e+04 1.214502e+02
 -1.60556e+04 -1.60556e+04 -1.53549e+04 -1.52999e+04 -1.52005e+04 -1.53000e+04 -1.52707e+04 -1.53549e+04 -1.60556e+04 -1.60556e+04 1.369308e+03
 -1.57444e+04 -1.57444e+04 -1.45898e+04 -1.45249e+04 -1.44091e+04 -1.45251e+04 -1.44917e+04 -1.45898e+04 -1.57444e+04 -1.57444e+04 2.476413e+03
 -1.47691e+04 -1.35688e+04 -1.21663e+04 -1.20783e+04 -1.19238e+04 -1.20785e+04 -1.20353e+04 -1.21663e+04 -1.35688e+04 -1.47691e+04 5.861615e+03
 -1.38415e+04 -1.11799e+04 -9.76915e+03 -9.66353e+03 -9.47623e+03 -9.66021e+03 -9.61289e+03 -9.76915e+03 -1.11799e+04 -1.38415e+04 9.068878e+03
 -1.29159e+04 -8.72087e+03 -7.30632e+03 -7.18610e+03 -6.97773e+03 -7.18769e+03 -7.12817e+03 -7.30632e+03 -8.72087e+03 -1.29159e+04 1.224927e+04
 -1.20767e+04 -6.40815e+03 -4.99799e+03 -4.86471e+03 -4.63373e+03 -4.86601e+03 -4.79997e+03 -4.99799e+03 -6.40815e+03 -1.20767e+04 1.517502e+04
 -1.13627e+04 -4.36604e+03 -2.95843e+03 -2.81735e+03 -2.56216e+03 -2.81312e+03 -2.74665e+03 -2.95843e+03 -4.36604e+03 -1.13627e+04 1.772411e+04
 7.239398e+03 -1.91100e+03 -5.09943e+02 -3.57455e+02 -8.48388e+01 -3.57038e+02 -2.79584e+02 -5.09943e+02 -1.91100e+03 7.239398e+03 2.099042e+04
 9.377673e+03 2.120583e+02 1.605370e+03 1.764083e+03 2.055550e+03 1.765596e+03 1.848228e+03 1.605370e+03 2.120583e+02 9.377673e+03 2.366031e+04
 1.140664e+04 2.245902e+03 3.624444e+03 3.793978e+03 4.098533e+03 3.791996e+03 3.884115e+03 3.624444e+03 2.245902e+03 1.140664e+04 2.615185e+04
 1.529562e+04 6.127373e+03 7.490387e+03 7.673579e+03 8.013576e+03 7.674423e+03 7.776965e+03 7.490387e+03 6.127373e+03 1.529562e+04 3.049996e+04
 1.550254e+04 6.368588e+03 7.723879e+03 7.908649e+03 8.249833e+03 7.909631e+03 8.012184e+03 7.723879e+03 6.368588e+03 1.550254e+04 3.106646e+04
 1.756924e+04 8.464783e+03 9.807134e+03 9.996775e+03 1.035665e+04 9.999275e+03 1.010765e+04 9.807134e+03 8.464783e+03 1.756924e+04 3.347836e+04
